term,definition
agency,"The capacity, condition, or state of acting or of exerting power; action or activity; operation"
agitophasia,"A condition characterized by abnormally rapid speech in which words, sounds, or syllables are unconsciously omitted, slurred, or distorted"
agranulocytosis,"An acute condition involving a severe and dangerous leukopenia, particularly of neutrophils, causing a neutropenia in the circulating blood."
agreement,A state whereby several parties share a view or opinion; the state of not contradicting one another
agrypnocoma,"a wakeful yet apathetic, lethargic or partly comatose state"
ague,"A chill, or state of shaking, as with cold"
air conditioning,The state of temperature and humidity produced by an air conditioner.
air embolism,condition caused by bubbles of gas in a vascular system
akarma,A state of no action in which one refrains from seeking any outcomes
alaninaemia,The presence of alanine in the blood
albuminemia,The (normal) presence of albumin in the blood.
albuminuria,"The presence of albumin in the urine, often a symptom of renal disease"
albumosuria,The presence of proteoses in the urine.
alcoholaemia,The presence of alcohol in the bloodstream
aldermanship,"The condition, position, or office of an alderman"
aldosteronemia,The presence of aldosterone in the blood
aldosteronism,"A condition, marked by excessive secretion of aldosterone, that gives rise to cardiac difficulties"
algolagnia,"A physical condition that causes a person to gain sexual pleasure by suffering pain, particularly to erogenous zones."
alien hand syndrome,"A condition in which a person experiences their limbs acting seemingly on their own, without control over the actions."
aliteracy,"The state of having the ability to read, but lacking interest in doing so"
alkalaemia,The condition of blood having a higher than normal pH
alkalescence,"The state of a substance in which alkaline properties begin to be developed, or to predominate"
alkalinuria,The condition of the urine having a higher than normal pH
all one's eggs in one basket,The state of having invested heavily in just one area
all one's eggs in one basket,The state of having devoted all of ones resources to one thing
allantoinuria,The presence of allantoin in the urine
allergy,Any condition of hypersensitivity to a substance.
allhood,The state or condition of all or of being all; universality
allocentrism,The personality attribute whereby people center their attention and actions on other people rather than themselves; the quality of being allocentric.
alogism,An inconsistency or arbitrary situation that follows no logical pattern
alternative,A situation which allows a mutually exclusive choice between two or more possibilities; a choice between two or more possibilities
altitude sickness,"A pathological condition caused by oxygen deficiency at high altitudes; symptoms include shortness of breath, nausea, and nosebleed."
ambivalence,A state of uncertainty or indecisiveness.
amentia,Mental impairment; state of being mentally handicapped.
aminoacidemia,The presence of amino acids in the blood
aminoacidopathy,Any congenital condition which involves a defect in amino acid metabolism and produces hyperaminoacidemia as a consequence.
aminoaciduria,The presence of amino acids in the urine.
aminuria,The presence of amines in the urine
ammonaemia,The presence of ammonia in the blood
ammonuria,The presence of ammonia in the urine.
amnestic mild cognitive impairment,a clinically recognized condition where memory impairment is greater than the expected range of impairment due to old age at the patient's age
amorphosynthesis,"A medical condition where the patient is unaware of somatic sensations from one side of the body, usually a sign of lesion in the left parietal lobe."
amphoriloquy,A condition where the voice is characterized by amphoric sound over the patient's lung cavity
