term,definition
repeatability,the property or quality of being repeatable
repertoire,"An amount, body, or collection of something."
replicability,The ability or possibility of being replicated or reproduced.
reportedness,"The quality or state of being or having been reported (as opposed, for example, to being known directly)"
resemblance,"The quality or state of resembling Synonyms: likeness, similitude, similarity"
residue,"Whatever property or effects are left in an estate after payment of all debts, other charges and deduction of what is specifically bequeathed by the testator."
resilience,"The mental ability to recover quickly from depression, illness or misfortune."
resilience,The physical property of material that can resume its shape after being stretched or deformed; elasticity.
resilience,"The positive ability of a system or company to adapt itself to the consequences of a catastrophic failure caused by power outage, a fire, a bomb or similar (particularly IT systems, archives)."
resolvability,The quality or condition of being resolvable.
respacing,"spacing again, or by a different amount"
respirability,The quality or state of being respirable.
respiratory distress,The quality and symptom of a heightened level of carbon dioxide in the blood stream; hypoxia.
responsiveness,The quality or state of being responsive.
responsiveness,The ability of a machine to adjust to external influences
retainage,An amount of money held back from a payment as insurance against the work not being completed.
retrospectiveness,The quality or condition of being retrospective
reusability,The property or degree of being reusable.
revealability,The quality or state of being revealable.
rhetoricity,Quality or degree of being rhetorical.
rhinolalia,a nasal quality of speech from some disease or defect of the nasal passages
rhynchokinesis,The ability of some birds to flex the upper beak or rhinotheca.
rhythmicity,The quality or state of having a rhythm Breathing typically has a high degree of rhythmicity.
righteousness,The quality or state of being righteous.
righthood,"The condition, state, or quality of being right; rightness"
rigidity,The quality or state of being rigid; want of pliability; the quality of resisting change of form; the amount of resistance with which a body opposes change of form.
riverhood,The quality or state of being a river
roll rate,"The rate at which an aircraft can change its roll attitude, typically expressed in degrees per second"
romance,"A mysterious, exciting, or fascinating quality."
rotatability,"The ability of something to be rotated 1985, ASME Technical Papers - Part 2[1]: This is because the mechanism is a complex spatial mechanism with two closed loops, which greatly reduces the possibility of complete rotatability"
rotational speed,"the rate at which something rotates, i.e"
rotgut,raw or poor quality alcoholic liquor
routability,Ability to be routed.
rumpology,The claimed ability to foretell the future by reading the characteristics of a person's buttocks.
run-on,"An amount of time spent playing on the field during a game, especially so as to evaluate a player's abilities."
run of house,A hotel rate where the hotel agrees to accommodate the guest but does not specify the standard of room until the guest arrives.
gallonage,An amount of liquid measured in gallons.
gardenful,An amount sufficient to fill a garden
gear ratio,The ratio of the speeds of rotation of the initial and final gears in a gear train.
gearing,The ratio of a system of gears
gender,"The quality which distinguishes connectors, which may be male (fitting into another connector) and female (having another connector fit into it), or genderless/androgynous (capable of fitting together with another connector of the same type)."
