term,definition
piberaline,A psychoactive piperazine drug with stimulant and antidepressant properties.
pibrentasvir,"An antiviral drug, used with glecaprevir to treat hepatitis C."
picilorex,An anorexiant drug.
piclamilast,An anti-inflammatory drug.
piclonidine,An antihypertensive drug.
picobenzide,An antipsychotic drug.
piconol,"A nonsteroidal anti-inflammatory drug, a form of ibuprofen."
picoplatin,A platinum-based antineoplastic drug.
picumast,An antiasthmatic drug.
picumeterol,A beta-adrenergic agonist drug.
pifarnine,An antiulcer drug.
piketoprofen,A nonsteroidal anti-inflammatory drug.
pilsicainide,A antiarrhythmic drug.
pimaricin,"an antifungal drug used to treat ophthalmic infections, and as a food preservative"
pimavanserin,An experimental drug being developed to treat Parkinson's disease psychosis and schizophrenia.
pimeclone,A psychostimulant or respiratory stimulant drug.
pimelautide,A biological response modifier drug.
pimethixene,"An antihistamine drug often used to treat hyperactivity, anxiety, sleep disorders, and allergies, also used for anesthesia and as a bronchodilator."
pimozide,A potent antipsychotic drug.
pinacidil,A cyanoguanidine drug.
pinacolborane,"The organoboron compound 4,4,5,5-tetramethyl-[1,3,2]dioxaborolane which is used in hydroboration reactions"
pinazepam,"A benzodiazepine drug with anxiolytic, anticonvulsant, sedative and skeletal muscle relaxant properties."
pindolol,A particular beta blocker drug.
pine tar,A dark viscous substance obtained from the destructive distillation of pine wood.
pinite,"A sweet white crystalline substance extracted from the gum of a species of pine (Pinus lambertiana, sugar pine), isomeric with quercite."
pinolcaine,An anesthetic drug.
pinoxepin,An investigative neuroleptic drug.
pioglitazone,A thiazolidinedione drug that has hypoglycemic action
pipamazine,A phenothiazine drug related to chlorpromazine.
pipamperone,An antipsychotic drug derived from butyrophenone and used in the treatment of schizophrenia.
pipazetate,A cough suppressant drug.
pipebuzone,A nonsteroidal anti-inflammatory drug.
pipequaline,An anxiolytic drug.
piperamide,An anthelminthic drug N-[4-[4-[3-(dimethylamino)propyl]piperazin-1-yl]phenyl]acetamide
piperaquine,A bisquinoline antimalarial drug
piperazine,"A saturated heterocyclic compound, C4H10N2, containing two nitrogen atoms in a six-membered ring; it is used as an anthelmintic."
piperidylthiambutene,An opioid analgesic drug from the thiambutene family.
piperoxan,An antihistamine drug.
piperylone,An antispasmodic drug.
pipobroman,A particular drug used in the treatment of blood disorders.
pipotiazine,A particular antipsychotic drug.
pipradimadol,An antiemetic drug.
piracetam,"A nootropic drug, 2-oxo-1-pyrrolidine acetamide."
pirarubicin,A particular drug used in chemotherapy.
pirazolac,A nonsteroidal anti-inflammatory drug.
pirenperone,An anxiolytic drug.
pirenzepine,"A drug used in the treatment of peptic ulcers, one of the muscarinic receptor antagonists."
pirepolol,A beta-adrenergic blocking drug.
pirfenidone,An experimental drug for the treatment of idiopathic pulmonary fibrosis.
piribedil,An antiparkinsonian drug derived from piperazine.
piridocaine,An anesthetic drug.
piridosal,The opioid analgesic drug pethidine.
piridoxilate,A vasodilatory drug.
pirifibrate,An antilipidemic drug.
pirinixil,An antilipidemic drug.
piriqualone,An anticonvulsant drug.
piritrexim,A particular antifolate drug.
pirlindole,An antidepressant drug related to metralindole.
pirmenol,An antiarrhythmic drug.
piroctone,A drug affecting the integumentary system.
pirolate,A tricyclic antihistamine drug.
piroxicam,A certain oxicam drug.
pirozadil,An antilipidemic drug.
pirprofen,A nonsteroidal anti-inflammatory drug.
pirquinozol,A drug investigated as an antiallergen and antiasthmatic agent in the early 1980s but never marketed.
pirtenidine,A topical antiinfective drug.
piscicide,Any substance that is poisonous to fish
pitavastatin,A particular statin drug
pitch,"A sticky, gummy substance secreted by trees; sap"
pith,"The soft, spongy substance in the center of the stems of many plants and trees."
pith,The spongy interior substance of a feather.
pitofenone,An antispasmodic drug.
pivagabine,An antidepressant and anxiolytic drug.
pizotifen,An benzocycloheptene-based drug used mainly to reduce the frequency of recurrent migraine.
plafibride,A particular antilipidemic and antiplatelet drug.
plasteel,A fictional durable substance.
platinum arsenide,"An opaque white mineral, PtAs2."
plaunotol,An antiulcer drug.
pleconaril,An antiviral drug being developed for prevention of asthma exacerbations and common cold symptoms in asthmatic subjects exposed to picornavirus respiratory infections.
plicamycin,A particular antibiotic drug.
plinabulin,"An experimental anticancer drug, a synthetic analog of phenylahistin."
pneumotoxin,Any pneumotoxic substance.
poikiloblast,A porphyroblast mineral containing small inclusions of the previous rock.
polishing slate,"A mineral used for polishing glass, marble, and metals, composed chiefly of silica, with a little alumina, lime, iron oxide, and water."
pollen,A fine granular substance produced in flowers
pollutant,"A foreign substance that makes something dirty, or impure, especially waste from human activities."
poloxalene,A surface active drug.
polyaromatic,A polyaromatic compound
polycarbophil,"A drug used as a stool stabilizer; a synthetic polymer of polyacrylic acid cross-linked with divinyl glycol, with calcium as a counterion."
polycondensate,Any substance prepared using polycondensation
polycrystal,Any polycrystalline substance.
polymeric methylene diphenyl diisocyanate,organic chemical compound having more than two reactive isocyanate groups; component A in spray polyurethane foam.
polymorph,Any substance or mineral that forms different types of crystal.
pomade,"A greasy or waxy substance that is used to style hair, making it look slick and shiny."
ponatinib,An oral drug for the treatment of certain leukemias.
ponazuril,A drug used to treat equine protozoal myeloencephalitis in horses.
posaconazole,A triazole antifungal drug used to treat invasive infections in severely immunocompromised patients.
potable gold,A theoretical substance which would confer eternal life on the drinker
potato starch,A widely diffused vegetable substance found in the extracted material of potatoes used in cooking.
potentiator,A drug that enhances the response to another
pozanicline,A drug with nootropic and neuroprotective effects.
pradefovir,A particular antiviral drug.
prajmaline,"An antiarrhythmic drug, a semisynthetic propyl derivative of ajmaline."
pralatrexate,An anticancer drug.
pramiconazole,A triazole antifungal drug under investigation for the treatment of acute skin and mucosal fungal infections.
pramiracetam,A nootropic drug derived from piracetam.
pramiverine,An antispasmodic drug.
pranoprofen,A nonsteroidal anti-inflammatory drug used in ophthalmology.
pravadoline,An anti-inflammatory and analgesic drug.
prazepam,"A benzodiazepine drug with anxiolytic, anticonvulsant, sedative and skeletal muscle relaxant properties."
preanaesthetic,A drug administered prior to anesthesia.
precarcinogen,Any substance that can be converted into a carcinogen
preclamol,An antipsychotic drug that is a dopamine autoreceptor agonist.
prednicarbate,A topical corticosteroid drug.
prednimustine,"A drug used in chemotherapy, the ester formed from prednisolone and chlorambucil."
prefenamate,A nonsteroidal anti-inflammatory drug.
pregabalin,An anticonvulsant drug used for neuropathic pain and as an adjunct therapy for seizures
preladenant,An experimental antiparkinsonian drug.
prenazone,The drug feprazone.
prenoverine,An antispasmodic drug.
prenylamine,A calcium channel blocker drug.
pridefine,"An antidepressant drug, never marketed."
prideperone,An anxiolytic drug.
pridinol,A muscle relaxant drug.
pridopidine,An experimental drug candidate of the dopidine class.
prifelone,A nonsteroidal anti-inflammatory drug.
prifinium bromide,An antimuscarinic drug.
prifuroline,An antiarrhythmic drug.
primaperone,An anxiolytic drug.
primary valence,"in a coordination compound, the number of negative ions needed to satisfy the charge on the central metal ion"
primidolol,A beta-adrenergic blocking drug.
prinaberel,"A drug that acts as a highly selective agonist of the ER subtype of the estrogen receptor, used in scientific research."
prinomide,A nonsteroidal anti-inflammatory drug.
pritelivir,A particular antiherpetic drug.
prizidilol,A beta-adrenergic blocking drug.
probenecid,A particular pharmaceutical drug used to treat hyperuricemia.
probucol,A particular antihyperlipidemic drug
procaine,A drug used as a local anaesthetic.
procarbazine,A particular drug used in chemotherapy.
procarcinogen,Any substance that is transformed into a carcinogen by metabolism.
prochlorperazine,A potent antipsychotic drug of the phenothiazine class.
procinolol,A beta-adrenergic blocking drug.
procyclidine,"An anticholinergic drug mainly used to treat drug-induced parkinsonism, akathisia and acute dystonia."
procymate,A sedative and anxiolytic drug derived from carbamate.
prodipine,An antiparkinsonian drug.
prodrug,A drug that is administered in an inactive form that is metabolised in the body into a biologically active compound.
proflazepam,A benzodiazepine drug.
proglumetacin,A nonsteroidal anti-inflammatory drug.
proglumide,A cholecystokinin antagonist drug that inhibits gastrointestinal motility and reduces gastric secretions.
proguanil,A prophylactic antimalarial drug effective against sporozoites.
proinhibitor,Any substance that initiates inhibition
promegapoietin,A drug given during chemotherapy to increase blood cell regeneration.
promoxolane,A centrally-acting muscle relaxant and anxiolytic drug.
pronetalol,A particular beta-adrenergic blocking drug.
prontosil,"An antibacterial drug 4-[(2,4-diaminophenyl)azo]benzenesulfonamide 2015 July 25, Mengxiao Gu et al., Response of a clinical Escherichia coli strain to repeated cefquinome exposure in a piglet tissue-cage model, in BMC Veterinary Research[1], volume 11, DOI:10.1186/s12917-015-0486-6:Since 1935 when Domagk demonstrated that prontosil provided effective therapy in a murine pneumococcal infection model, the use of animal infection models has become an integral part of the evaluation of new antimicrobial agents and new therapeutic approaches for clinical trials in humans."
prooxidant,Any substance that induces oxidative stress
propafenone,An antiarrhythmic drug.
propanocaine,An anesthetic drug.
propantheline,An antimuscarinic drug.
propene,The organic chemical compound propylene
propipocaine,An anesthetic drug.
propiverine,An anticholinergic drug used to treat overactive bladder.
propolis,"An aromatic glue-like substance produced by honeybees from tree resin, waxes, and their own secretions, used in the construction of their hives."
propoxate,A particular sedative and hypnotic drug.
propylamphetamine,A psychostimulant drug and research chemical of the phenethylamine and amphetamine chemical classes.
