term,definition
Wikian,"A person who contributes to the wiki farm Wikia, especially a regular contributor versed in the ways of the site."
Windian,"A West Indian; a person from the West Indies 1993: ""Every knowledgeable cricketing WIndian knows to expect the best and the worst from WI at any time and place."" P"
Windian,a person of mixed white and Indian descent
Windward Islander,A person from the Windward Islands.
Wintonian,"A person from Winchester, England."
Wirepuller,Someone from Warrington.
Witherspoon-excludable,A person who is utterly opposed to capital punishment and therefore may be excluded as a juror.
Wolverine,"Someone associated with the University of Michigan, for example as a student, alum, or sports team member, or as a fan."
Wonder Woman,A woman of extraordinary powers; a superwoman
Wu-Tanger,A member or someone closely affiliated with the hip-hop group Wu-Tang Clan 2004
DFL,a person who has moved from their previous home in London to live in southern England.
Daddy's girl,A young woman who has a very close relationship with her father.
Dagestani,Someone from Dagestan
Dagger,"A player, supporter or other person connected with Dagenham Redbridge Football Club."
Dakarois,A person from Dakar
Damascene,A person living in or originating from Damascus.
Dane,A person from Denmark or of Danish descent.
Daneman,"a Danish person, or descendant of such"
Davaoeño,A person from the Davao region or Davao City
Daytonian,"Someone from or residing in Dayton, Ohio, United States."
Dearborner,"A person who is living in or from Dearborn, Michigan."
December bride,A woman who marries when she is significantly older than most brides
Deerfielder,Someone from any of several places called Deerfield.
Delhian,Someone from Delhi.
Delhiite,Someone from Delhi.
Dianic,A person who takes part in Dianic Wicca.
Dickensian,A person who studies or admires the works of Charles Dickens.
Discordian,A person who subscribes to the ideas of Discordianism.
Dissenter,A person taking part in the Dissenters' March in Moscow
Dives,A rich person who lives in luxury.
Djiboutian,A person from Djibouti or of Djiboutian descent.
Dolly Daydream,A girl or woman given to daydreaming
Dolly Varden,"A woman's outfit, briefly fashionable in Britain and America in the late nineteenth century, with a brightly patterned, usually flowered, dress with a polonaise overskirt gathered up and draped over a separate underskirt."
Dominican,A person from the Dominican Republic or of its descent.
Dominican,A person from the Commonwealth of Dominica or of its descent.
Don Juan,A man who obsessively seduces women
Don Quixote,Any person or character who displays quixotism.
Dongsonian,A person from the Dong Son culture.
Dortmunder,"A person from Dortmund, Germany."
Dresdner,Someone from Dresden
Dubliner,"Someone from Dublin, Ireland"
Dundonian,A person who is native to or grew up in the city of Dundee.
Duracell bunny,A person who seems to have limitless energy and endurance
Dutchman,A Dutch man; a man from the Netherlands.
Dutchman,A man of Dutch descent.
Dutchperson,"Somebody with origins in the Netherlands; a Dutch person, whether born in, or citizen of, Holland or the Netherlands in general."
Dutchwoman,A Dutch woman; a woman from the Netherlands.
Dutchwoman,A woman of Dutch descent.
SIer,"A cutter, someone who injures him/herself."
SP,suppressive person
Sabbatarian,"A person who regards and keeps the seventh day of the week (""Saturday"", the Israelite or Jewish Sabbath) as holy in conformity with the fourth commandment of the Decalogue, such as an Orthodox Jew, Seventh-day Adventist, Seventh Day Baptist, a member of the Church of God (Seventh Day); a Sabbath-keeper, a Saturday-keeper."
Sabbatarian,"A person who regards and keeps the first day of the week as holy and often considers it as a replacement for the seventh-day Sabbath, a Sunday-keeper."
Sabbatarian,"A person who favors the strict observance of the Sabbath (either the sixth, seventh, or first day of the week)."
Saddler,Someone from Walsall
Saddler,"someone connected with Walsall Football Club, as a fan, player, coach etc."
Sadh,"A person who belongs to a monotheistic sect of Hinduism, having beliefs similar to those of Quakers."
Sagittarius,Someone with a Sagittarius star sign
Sahrawi,A person from Western Sahara (formerly Spanish Sahara).
Saigonese,A person from Saigon
Saint,"someone connected with any of the sports teams known as the Saints, as a fan, player, coach etc."
