term,definition
lawnmower,"A device used for cutting grass to a chosen height, typically of landscaped lawns of residences or institutions"
lean nitrogen oxide trap,"A device that adsorbs nitrogen oxides produced by a lean-burn engine, such as a diesel."
lemon squeezer,A device used to extract juice from lemons by crushing the lemon using the sharp middle part.
lens,"An object, usually made of glass, that focuses or defocuses the light that passes through it"
leptometer,An instrument for measuring the viscosity of oil.
letter of credit,"A document, used primarily in trade finance and issued generally by a financial institution, in which the institution promises to pay debts up to a certain limit to be acquired by the beneficiary against delivery of documents specified in the letter."
leucoscope,"An instrument for testing the colour perception of the eye, or for comparing different lights in terms of their constituent colour or relative whiteness."
leucotome,An instrument used to perform a leucotomy
lickometer,A device that detects and records contact between a caged animal and the spout of its water bottle
lightbox,A device used in phreaking that indicates when a telephone line is in use by means of a light.
lightning arrester,A device used on electrical and telecommunications systems to protect the insulation and conductors from the damaging effects of lightning
lightning detector,A device that provides an alarm to inform its user(s) that lightning has occurred nearby
limnograph,An instrument for measuring the water level.
line lock,A device that allows the front brakes to lock independently of the rear brakes via a switch.
liquefier,A device used to liquify gases (by cooling and compression).
liquid document,"A document showing a liquidated sum of money, such a cheque or promissory note."
liquid document,A document on which summary judgment or provisional sentence may be granted
lithoscope,An instrument for measuring the refractive indices of crystal materials.
lithotome,An instrument used for cutting the bladder to remove a calculus; a cystotome.
lithotripter,A device used in lithotripsy
litrameter,An instrument for measuring the specific gravity of liquids by the height to which they rise in vertical tubes under a definite air pressure.
living will,"A document, made by a person when still legally fit to do so, which provides clear instructions or principles to be employed by a surrogate decision-maker, such as expressing a desire to be allowed to die instead of being kept alive by artificial means, in the event of being severely disabled or suffering from a terminal illness"
