Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic
14838,ager,Noun,One who is aging; an elderly person, euphemistic,"1965, Richard Hays Williams, Claudine G. Wirths, Lives Through the Years: Styles of Life and Successful Aging, Transaction Publishers ISBN, page 165 When the aging person depends on another, the control of the aged one's life space is placed in the hands of another person who may or may not contribute action energy that is appropriate or acceptable from the standpoint of the ager. 2006, Gloria Davenport, Working with Toxic Older Adults: A Guide to Coping with Difficult Elders, Springer Publishing Company ISBN, page 143 Inappropriate behavior then erupts from the agers involved, disturbing everyone around, including the agers themselves, who often do not understand what is happening and struggle excessively to maintain rigid control of old perceptions and self images. 2014, Susan H. Mcfadden, Mark Brennan, NEW DIRECTIONS IN THE STUDY OF LATE, Routledge ISBN, page 62 This definition of success is located in society's structures and suits society, not the agers. Successful ageing is arguably therefore a socially constructed phenomenon, characterized by lack of noise, maintenance of youthful status until death, and a dogged engagement with social structures which appear almost as if designed to discourage the engagement of older people.",False,False,False,False,False,False,False,False,False,False,True
27328,anatomically correct,Adjective,Possessing a physiologically accurate representation of sex organs," euphemistic, of a doll, figurine, etc.","1992 Dec. 2, Robert Hanley, ""Special Steps Asked for Figure Central to Sex Assault Trial,"" New York Times (retrieved 4 August 2013): Prosecutors in the Glen Ridge sex assault trial asked today for special courtroom arrangements . . . to allow her to use five anatomically correct dolls when she describes the episode to the jury. 2001 June 24, Margaret Carlson, ""New Lows for the News,"" Time: Aldrich goes on for five pages about the December day in 1994 when he helped decorate the White House Christmas tree with an anatomically correct gingerbread man.",False,False,False,False,False,False,False,False,False,False,True
27369,anatomy,Noun,"The human body, especially in reference to the private parts", euphemistic,"2015 September 20, Michael Ashcroft and Isabel Oakeshott, Drugs, debauchery and the making of an extraordinary Prime Minister: For years rumours have dogged him. Now, the truth about the shockingly decadent Oxford days of the gifted Bullingdon boy, in Daily Mail[1]:His extraordinary suggestion is that the future PM inserted a private part of his anatomy into the animal's mouth. 2016 December 28, Jessica Taylor, 11 Times Donald Trump Looked Like He Was Done For, in NPR[2]:On the debate stage days later, Trump wanted all of America to know there was ""no problem"" with the size of his hands or any other part of his anatomy.",False,False,False,False,False,False,False,False,False,False,True
28371,angel mom,Noun,A mother whose child has died.," US, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
30844,answer the call of nature,Verb,To satisfy a bodily urge to urinate or defecate, euphemistic,"1978, Charles Lynch, ""Trudeau struts and frets,"" Ottawa Citizen (Canada), 18 April, p. 7 (retrieved 3 Sept. 2010): Che [Guevera] jumped from his seat and rushed from the room, pursued by the entire press corps. Down the hall he went, and into the men's room where, surrounded by reporters, he proceeded to answer the call of nature, shouting: ""Liberdad!"" 2007, ""Europe's Highest Toilets Installed on Mont Blanc,"" Spiegel Online International, 24 July (retrieved 3 Sept. 2010): Unfortunately mountain climbers, like everybody else, need to answer the call of nature, and there are few toilet facilities on mountains.",False,False,False,False,False,False,False,False,False,False,True
40269,appointment in Samarra,Noun,One's death, euphemistic,"1980, Sallie Nichols, Jung and Tarot: An Archetypal Journey, page 232:Perhaps if each of us could truly accept his ""appointment in Samarra,"" the activity of that skeleton in card thirteen would not seem so threatening. 2011, Bob Markus, I'll Play These: A Sports Writer's Life, page 178:John O'Hara kept his appointment in Samarra Saturday at the age of 65, and even though I am aware that the Black Hawks are romping toward a Stanley Cup triumph and the Cubs are opening at home tomorrow and the world's greatest golfers are concluding an epic struggle over Augusta National's picturesque acres, I'm going to devote this column to John O'Hara because I think I owe it to him.",False,False,False,False,False,False,False,False,False,False,True
46045,artistic temperament,Noun,"A disposition towards obsession and extremes of emotion, especially depression and anger", euphemistic,"1899, G. K. Chesterton, ""On the Wit of Whistler"" in Heretics: The artistic temperament is a disease that afflicts amateurs. It is a disease which arises from men not having sufficient power of expression to utter and get rid of the element of art in their being.",False,False,False,False,False,False,False,False,False,False,True
47207,asleep,Adjective,dead, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
52020,auger in,Verb,To crash catastrophically into the ground," military, aviation, euphemistic",The pilot lost pitch control and the jet augered in.,False,False,False,False,False,False,False,False,False,False,True
52337,aurally challenged,Adjective,Deaf or hard of hearing," of a person, euphemistic, sometimes humorous",I had to repeat the instructions for her five times; methinks the old lady was aurally challenged.,False,False,False,False,False,False,False,False,False,False,True
54022,autolyzed yeast extract,Noun,Synonym of monosodium glutamate, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
39,t-word,Noun,"The word tranny, regarded as offensive and taboo.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
40,t-word,Noun,"Any of several other words beginning with t when regarded (sometimes humorously) as taboo, for example tit, twat, turd, terrorist or terrorism, treason, Trump.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
2262,take the Michael,Verb,"alternative form of take the mickey, usually considered more polite."," intransitive, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
6715,teach the controversy,Verb,"to teach that life forms may have been created (almost) in their current form by a sentient being in a manner consistent with Christian dogmata, rather than as a result of ordinary evolution 2008, Patrick H"," US, euphemistic","Clancy, Teaching the Controversy: A How-to Guide for Public (Government) School Biology, Xulon Press ISBN Recent developments in some of the states suggest that all public high school biology teachers may soon have to prepare themselves - whether they like it or not - to teach the controversy. 2009, Lauri Lebo, The Devil in Dover: An Insider's Story of Dogma V. Darwin in Small-town America, The New Press ISBN, page 111 Senator Rick Santorum is a Pennsylvanian in the same circles (author of the ' Santorum Language' that encourages schools to teach the controversy) ... 2010, Frank S. Ravitch, Marketing Intelligent Design: Law and the Creationist Agenda, Cambridge University Press ISBN, page 93 To the extent that ID is a religious idea, and teaching the controversy is not about teaching a real scientific controversy, there are significant endorsement problems .",False,False,False,False,False,False,False,False,False,False,True
6812,teahouse,Noun,"a public lavatory, particularly (dated US gay slang) as a meeting place for gay men", euphemistic,Synonym: tearoom,False,False,False,False,False,False,False,False,False,False,True
7005,tear someone a new one,Verb,To express great anger toward (a person) for some perceived offence or shortcoming; to castigate, euphemistic,"2016, Helen Callaghan, Dear Amy, ISBN, page 80:Brian, Katie's step-father, had been in the office for over an hour, and Estella, who taught in the class below, had been hard pressed to stop her students from muttering and giggling at the low boom and roar of Mr Morris's voice as he, in the parlance of the day, 'Tore Ben a new one'.",False,False,False,False,False,False,False,False,False,False,True
11789,terminate,Verb,To kill.," transitive, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
11790,terminate,Verb,"To end the employment contract of an employee; to fire, lay off."," transitive, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
11794,terminate with extreme prejudice,Verb,To murder; to assassinate," euphemistic, US","The government ordered the spies to be terminated with extreme prejudice: they did not want them to expose what they knew in a public trial. 1969, Terence Smith, Details of Green Beret Case Are Reported in Saigon, The New York Times, August 14, 1969: ...suggested that he either be isolated or terminated with extreme prejudice. This term is said to be an intelligence euphemism for execution. 1979, Apocalypse Now Colonel Lucas: ... When you find the Colonel, infiltrate his team by whatever means available and terminate the Colonel's command. Willard: Terminate the Colonel? ... Civilian: Terminate with extreme prejudice.",False,False,False,False,False,False,False,False,False,False,True
