term,definition
countermeasure,Any action taken to counteract or correct another
counterpulsation,"A procedure used to mitigate angina, heart failure, or cardiomyopathy, in which pneumatic cuffs are timed to inflate and deflate based on the individual's electrocardiogram, decreasing the afterload that the heart has to pump against and increasing the preload that fills the heart."
counterreaction,An action taken in response to a prior reaction
counterregulation,A biological process that regulates something in response to changes induced by another process
countrification,The act or process of countrifying.
coup de force,"A sudden, violent act"
coup de grâce,An action that finishes something.
coup de main,"a sudden development or action to surprise an enemy 1857, Anthony Trollope, Barchester Towers, Volume the Second, page 78 ISBN That which of all things he most dreaded was that he should be out-generalled by Mr"
court of honor,"A troop activity where Scouts and their families come together to receive awards and be congratulated, and sometimes where other matters can be announced."
covering,Action of the verb to cover.
cowardliness,A cowardly action.
crabbing,The act or art of catching crabs.
crack,A program or procedure designed to circumvent restrictions or usage limits on software
crackdown,"Abruptly stern measures or disciplinary action; increased enforcement 2013 June 18, Simon Romero, ""Protests Widen as Brazilians Chide Leaders,"" New York Times (retrieved 21 June 2013): After a harsh police crackdown last week fueled anger and swelled protests, President Dilma Rousseff, a former guerrilla who was imprisoned under the dictatorship and has now become the target of pointed criticism herself, tried to appease dissenters by embracing their cause on Tuesday."
